lot,wafer,x,y,hbin,sbin,testdate,temp,testA,testB,testC
LOT123,W02,-6,4,1,1,2026-04-22,25,0.725,0.78,6.402
LOT123,W02,-5,-5,5,200,2026-04-22,25,0.733,0.1,5.425
LOT123,W02,-5,-4,1,1,2026-04-22,25,0.737,0.771,5.516
LOT123,W02,-5,-3,1,1,2026-04-22,25,0.712,0.722,5.622
LOT123,W02,-5,-2,1,1,2026-04-22,25,0.701,0.753,5.711
LOT123,W02,-5,-1,1,1,2026-04-22,25,0.732,0.77,5.914
LOT123,W02,-5,0,1,1,2026-04-22,25,0.698,0.748,5.984
LOT123,W02,-5,1,1,1,2026-04-22,25,0.699,0.751,6.172
LOT123,W02,-5,2,1,1,2026-04-22,25,0.718,0.743,6.177
LOT123,W02,-5,3,1,1,2026-04-22,25,0.729,0.718,6.244
LOT123,W02,-5,4,1,1,2026-04-22,25,0.698,0.735,6.321
LOT123,W02,-5,5,3,103,2026-04-22,25,1.096,0.723,6.578
LOT123,W02,-4,-6,1,1,2026-04-22,25,0.734,0.747,5.368
LOT123,W02,-4,-5,1,1,2026-04-22,25,0.721,0.731,5.501
LOT123,W02,-4,-4,5,200,2026-04-22,25,0.706,0.1,5.575
LOT123,W02,-4,-3,1,1,2026-04-22,25,0.697,0.702,5.672
LOT123,W02,-4,-2,1,1,2026-04-22,25,0.697,0.734,5.784
LOT123,W02,-4,-1,1,1,2026-04-22,25,0.652,0.736,5.843
LOT123,W02,-4,0,1,1,2026-04-22,25,0.659,0.71,5.991
LOT123,W02,-4,1,1,1,2026-04-22,25,0.662,0.743,6.091
LOT123,W02,-4,2,1,1,2026-04-22,25,0.688,0.732,6.137
LOT123,W02,-4,3,1,1,2026-04-22,25,0.697,0.753,6.296
LOT123,W02,-4,4,1,1,2026-04-22,25,0.716,0.745,6.463
LOT123,W02,-4,5,1,1,2026-04-22,25,0.729,0.725,6.583
LOT123,W02,-4,6,3,103,2026-04-22,25,1.115,0.73,6.611
LOT123,W02,-3,-6,1,1,2026-04-22,25,0.745,0.749,5.35
LOT123,W02,-3,-5,1,1,2026-04-22,25,0.718,0.717,5.54
LOT123,W02,-3,-4,1,1,2026-04-22,25,0.7,0.723,5.621
LOT123,W02,-3,-3,5,200,2026-04-22,25,0.69,0.1,5.726
LOT123,W02,-3,-2,1,1,2026-04-22,25,0.669,0.746,5.835
LOT123,W02,-3,-1,1,1,2026-04-22,25,0.667,0.684,5.873
LOT123,W02,-3,0,1,1,2026-04-22,25,0.651,0.742,6.013
LOT123,W02,-3,1,1,1,2026-04-22,25,0.656,0.694,6.089
LOT123,W02,-3,2,1,1,2026-04-22,25,0.655,0.757,6.108
LOT123,W02,-3,3,1,1,2026-04-22,25,0.683,0.721,6.304
LOT123,W02,-3,4,1,1,2026-04-22,25,0.693,0.744,6.366
LOT123,W02,-3,5,1,1,2026-04-22,25,0.717,0.752,6.373
LOT123,W02,-3,6,3,101,2026-04-22,25,1.101,0.709,6.55
LOT123,W02,-2,-7,3,103,2026-04-22,25,1.11,0.714,5.345
LOT123,W02,-2,-6,1,1,2026-04-22,25,0.726,0.72,5.405
LOT123,W02,-2,-5,1,1,2026-04-22,25,0.721,0.737,5.609
LOT123,W02,-2,-4,1,1,2026-04-22,25,0.697,0.719,5.588
LOT123,W02,-2,-3,1,1,2026-04-22,25,0.665,0.736,5.687
LOT123,W02,-2,-2,5,200,2026-04-22,25,0.661,0.1,5.78
LOT123,W02,-2,-1,1,1,2026-04-22,25,0.649,0.698,5.968
LOT123,W02,-2,0,1,1,2026-04-22,25,0.636,0.756,5.982
LOT123,W02,-2,1,1,1,2026-04-22,25,0.646,0.707,5.983
LOT123,W02,-2,2,1,1,2026-04-22,25,0.651,0.716,6.173
LOT123,W02,-2,3,1,1,2026-04-22,25,0.667,0.693,6.338
LOT123,W02,-2,4,1,1,2026-04-22,25,0.695,0.732,6.452
LOT123,W02,-2,5,1,1,2026-04-22,25,0.715,0.685,6.525
LOT123,W02,-2,6,1,1,2026-04-22,25,0.714,0.701,6.588
LOT123,W02,-2,7,3,106,2026-04-22,25,1.136,0.694,6.648
LOT123,W02,-1,-7,3,101,2026-04-22,25,1.11,0.682,5.278
LOT123,W02,-1,-6,1,1,2026-04-22,25,0.705,0.716,5.354
LOT123,W02,-1,-5,1,1,2026-04-22,25,0.701,0.706,5.541
LOT123,W02,-1,-4,1,1,2026-04-22,25,0.689,0.716,5.585
LOT123,W02,-1,-3,1,1,2026-04-22,25,0.66,0.731,5.736
LOT123,W02,-1,-2,1,1,2026-04-22,25,0.643,0.691,5.759
LOT123,W02,-1,-1,5,200,2026-04-22,25,0.622,0.1,6.003
LOT123,W02,-1,0,1,1,2026-04-22,25,0.605,0.691,6.073
LOT123,W02,-1,1,1,1,2026-04-22,25,0.627,0.73,6.132
LOT123,W02,-1,2,1,1,2026-04-22,25,0.66,0.711,6.185
LOT123,W02,-1,3,1,1,2026-04-22,25,0.679,0.691,6.238
LOT123,W02,-1,4,1,1,2026-04-22,25,0.675,0.734,6.382
LOT123,W02,-1,5,1,1,2026-04-22,25,0.7,0.749,6.509
LOT123,W02,-1,6,1,1,2026-04-22,25,0.723,0.701,6.636
LOT123,W02,-1,7,1,1,2026-04-22,25,0.747,0.754,6.656
LOT123,W02,0,-7,1,1,2026-04-22,25,0.763,0.72,5.298
LOT123,W02,0,-6,1,1,2026-04-22,25,0.722,0.675,5.389
LOT123,W02,0,-5,1,1,2026-04-22,25,0.698,0.691,5.515
LOT123,W02,0,-4,1,1,2026-04-22,25,0.68,0.685,5.51
LOT123,W02,0,-3,1,1,2026-04-22,25,0.648,0.707,5.708
LOT123,W02,0,-2,1,1,2026-04-22,25,0.64,0.723,5.794
LOT123,W02,0,-1,1,1,2026-04-22,25,0.621,0.73,5.916
LOT123,W02,0,0,5,200,2026-04-22,25,0.6,0.1,5.937
LOT123,W02,0,1,1,1,2026-04-22,25,0.626,0.695,6.095
LOT123,W02,0,2,1,1,2026-04-22,25,0.649,0.704,6.124
LOT123,W02,0,3,1,1,2026-04-22,25,0.664,0.712,6.395
LOT123,W02,0,4,1,1,2026-04-22,25,0.681,0.69,6.372
LOT123,W02,0,5,1,1,2026-04-22,25,0.706,0.695,6.518
LOT123,W02,0,6,1,1,2026-04-22,25,0.72,0.692,6.675
LOT123,W02,0,7,1,1,2026-04-22,25,0.749,0.701,6.7
LOT123,W02,1,-7,3,103,2026-04-22,25,1.109,0.682,5.327
LOT123,W02,1,-6,1,1,2026-04-22,25,0.728,0.702,5.388
LOT123,W02,1,-5,1,1,2026-04-22,25,0.699,0.676,5.427
LOT123,W02,1,-4,1,1,2026-04-22,25,0.692,0.716,5.652
LOT123,W02,1,-3,1,1,2026-04-22,25,0.662,0.696,5.692
LOT123,W02,1,-2,1,1,2026-04-22,25,0.646,0.674,5.838
LOT123,W02,1,-1,1,1,2026-04-22,25,0.632,0.712,5.987
LOT123,W02,1,0,1,1,2026-04-22,25,0.631,0.68,6.016
LOT123,W02,1,1,5,200,2026-04-22,25,0.629,0.1,6.091
LOT123,W02,1,2,1,1,2026-04-22,25,0.64,0.711,6.206
LOT123,W02,1,3,1,1,2026-04-22,25,0.66,0.671,6.3
LOT123,W02,1,4,1,1,2026-04-22,25,0.68,0.677,6.359
LOT123,W02,1,5,1,1,2026-04-22,25,0.709,0.652,6.557
LOT123,W02,1,6,1,1,2026-04-22,25,0.716,0.676,6.596
LOT123,W02,1,7,1,1,2026-04-22,25,0.762,0.736,6.708
LOT123,W02,2,-7,1,1,2026-04-22,25,0.732,0.623,5.251
LOT123,W02,2,-6,1,1,2026-04-22,25,0.716,0.685,5.416
LOT123,W02,2,-5,1,1,2026-04-22,25,0.698,0.697,5.579
LOT123,W02,2,-4,1,1,2026-04-22,25,0.687,0.695,5.663
LOT123,W02,2,-3,1,1,2026-04-22,25,0.675,0.647,5.719
LOT123,W02,2,-2,1,1,2026-04-22,25,0.65,0.733,5.819
LOT123,W02,2,-1,1,1,2026-04-22,25,0.645,0.663,5.861
LOT123,W02,2,0,1,1,2026-04-22,25,0.646,0.664,5.938
LOT123,W02,2,1,1,1,2026-04-22,25,0.66,0.671,6.112
LOT123,W02,2,2,5,200,2026-04-22,25,0.655,0.1,6.145
LOT123,W02,2,3,1,1,2026-04-22,25,0.673,0.654,6.25
LOT123,W02,2,4,1,1,2026-04-22,25,0.682,0.685,6.402
LOT123,W02,2,5,1,1,2026-04-22,25,0.702,0.704,6.489
LOT123,W02,2,6,1,1,2026-04-22,25,0.715,0.703,6.546
LOT123,W02,2,7,3,106,2026-04-22,25,1.137,0.679,6.722
LOT123,W02,3,-6,3,106,2026-04-22,25,1.096,0.655,5.41
LOT123,W02,3,-5,1,1,2026-04-22,25,0.718,0.669,5.555
LOT123,W02,3,-4,1,1,2026-04-22,25,0.69,0.648,5.622
LOT123,W02,3,-3,1,1,2026-04-22,25,0.672,0.706,5.703
LOT123,W02,3,-2,1,1,2026-04-22,25,0.669,0.69,5.757
LOT123,W02,3,-1,1,1,2026-04-22,25,0.666,0.703,5.821
LOT123,W02,3,0,1,1,2026-04-22,25,0.653,0.677,5.984
LOT123,W02,3,1,1,1,2026-04-22,25,0.676,0.7,6.003
LOT123,W02,3,2,1,1,2026-04-22,25,0.661,0.701,6.173
LOT123,W02,3,3,5,200,2026-04-22,25,0.674,0.1,6.285
LOT123,W02,3,4,1,1,2026-04-22,25,0.699,0.651,6.396
LOT123,W02,3,5,1,1,2026-04-22,25,0.733,0.681,6.448
LOT123,W02,3,6,3,107,2026-04-22,25,1.107,0.652,6.586
LOT123,W02,4,-6,3,104,2026-04-22,25,1.125,0.64,5.342
LOT123,W02,4,-5,1,1,2026-04-22,25,0.726,0.676,5.44
LOT123,W02,4,-4,1,1,2026-04-22,25,0.724,0.637,5.725
LOT123,W02,4,-3,1,1,2026-04-22,25,0.692,0.666,5.68
LOT123,W02,4,-2,1,1,2026-04-22,25,0.679,0.663,5.691
LOT123,W02,4,-1,1,1,2026-04-22,25,0.671,0.646,5.961
LOT123,W02,4,0,1,1,2026-04-22,25,0.695,0.627,5.943
LOT123,W02,4,1,1,1,2026-04-22,25,0.698,0.702,6.071
LOT123,W02,4,2,1,1,2026-04-22,25,0.686,0.623,6.279
LOT123,W02,4,3,1,1,2026-04-22,25,0.682,0.681,6.322
LOT123,W02,4,4,5,200,2026-04-22,25,0.731,0.1,6.425
LOT123,W02,4,5,1,1,2026-04-22,25,0.73,0.675,6.473
LOT123,W02,4,6,3,104,2026-04-22,25,1.104,0.624,6.661
LOT123,W02,5,-5,3,103,2026-04-22,25,1.123,0.593,5.553
LOT123,W02,5,-4,1,1,2026-04-22,25,0.721,0.63,5.641
LOT123,W02,5,-3,1,1,2026-04-22,25,0.703,0.667,5.615
LOT123,W02,5,-2,1,1,2026-04-22,25,0.695,0.641,5.782
LOT123,W02,5,-1,1,1,2026-04-22,25,0.716,0.666,5.979
LOT123,W02,5,0,1,1,2026-04-22,25,0.696,0.65,5.977
LOT123,W02,5,1,1,1,2026-04-22,25,0.707,0.656,6.181
LOT123,W02,5,2,1,1,2026-04-22,25,0.709,0.617,6.241
LOT123,W02,5,3,1,1,2026-04-22,25,0.709,0.634,6.305
LOT123,W02,5,4,1,1,2026-04-22,25,0.74,0.64,6.356
LOT123,W02,5,5,5,200,2026-04-22,25,1.118,0.1,6.474
LOT123,W02,6,-4,1,1,2026-04-22,25,0.744,0.648,5.658
LOT123,W02,6,-3,3,101,2026-04-22,25,1.104,0.633,5.669
LOT123,W02,6,-2,1,1,2026-04-22,25,0.734,0.623,5.741
LOT123,W02,6,-1,1,1,2026-04-22,25,0.721,0.613,5.932
LOT123,W02,6,0,1,1,2026-04-22,25,0.724,0.648,6.046
LOT123,W02,6,1,1,1,2026-04-22,25,0.727,0.659,6.14
LOT123,W02,6,2,1,1,2026-04-22,25,0.717,0.659,6.247
LOT123,W02,6,3,3,102,2026-04-22,25,1.113,0.652,6.219
LOT123,W02,6,4,3,102,2026-04-22,25,1.114,0.645,6.363
LOT123,W02,7,-2,3,105,2026-04-22,25,1.133,0.606,5.792
LOT123,W02,7,-1,1,1,2026-04-22,25,0.733,0.607,5.878
LOT123,W02,7,0,3,104,2026-04-22,25,1.12,0.646,5.958
LOT123,W02,7,1,1,1,2026-04-22,25,0.747,0.628,6.061
LOT123,W02,7,2,3,107,2026-04-22,25,1.128,0.596,6.286
LOT123,W02,-7,-2,3,101,2026-04-22,85,1.248,0.762,5.84
LOT123,W02,-7,-1,1,1,2026-04-22,85,0.799,0.774,5.891
LOT123,W02,-7,0,3,107,2026-04-22,85,1.207,0.758,6.022
LOT123,W02,-7,1,3,102,2026-04-22,85,1.2,0.775,6.109
LOT123,W02,-7,2,3,103,2026-04-22,85,1.195,0.78,6.284
LOT123,W02,-6,-4,1,1,2026-04-22,85,0.835,0.77,5.645
LOT123,W02,-6,-3,3,103,2026-04-22,85,1.169,0.79,5.714
LOT123,W02,-6,-2,1,1,2026-04-22,85,0.789,0.774,5.758
LOT123,W02,-6,-1,1,1,2026-04-22,85,0.798,0.719,5.82
LOT123,W02,-6,0,1,1,2026-04-22,85,0.779,0.752,5.992
LOT123,W02,-6,1,1,1,2026-04-22,85,0.795,0.743,6.079
LOT123,W02,-6,2,1,1,2026-04-22,85,0.777,0.772,6.231
LOT123,W02,-6,3,1,1,2026-04-22,85,0.787,0.777,6.214
LOT123,W02,-6,4,1,1,2026-04-22,85,0.825,0.742,6.414
LOT123,W02,-5,-5,5,200,2026-04-22,85,0.795,0.1,5.577
LOT123,W02,-5,-4,1,1,2026-04-22,85,0.783,0.744,5.605
LOT123,W02,-5,-3,1,1,2026-04-22,85,0.78,0.745,5.705
LOT123,W02,-5,-2,1,1,2026-04-22,85,0.771,0.773,5.79
LOT123,W02,-5,-1,1,1,2026-04-22,85,0.764,0.757,5.793
LOT123,W02,-5,0,1,1,2026-04-22,85,0.753,0.713,5.959
LOT123,W02,-5,1,1,1,2026-04-22,85,0.737,0.75,6.115
LOT123,W02,-5,2,1,1,2026-04-22,85,0.768,0.737,6.218
LOT123,W02,-5,3,1,1,2026-04-22,85,0.784,0.734,6.307
LOT123,W02,-5,4,1,1,2026-04-22,85,0.803,0.759,6.364
LOT123,W02,-5,5,1,1,2026-04-22,85,0.823,0.735,6.448
LOT123,W02,-4,-6,1,1,2026-04-22,85,0.799,0.735,5.309
LOT123,W02,-4,-5,1,1,2026-04-22,85,0.784,0.727,5.524
LOT123,W02,-4,-4,5,200,2026-04-22,85,0.772,0.1,5.706
LOT123,W02,-4,-3,1,1,2026-04-22,85,0.752,0.738,5.715
LOT123,W02,-4,-2,1,1,2026-04-22,85,0.742,0.739,5.769
LOT123,W02,-4,-1,1,1,2026-04-22,85,0.775,0.76,5.772
LOT123,W02,-4,0,1,1,2026-04-22,85,0.738,0.766,5.956
LOT123,W02,-4,1,1,1,2026-04-22,85,0.735,0.712,6.138
LOT123,W02,-4,2,1,1,2026-04-22,85,0.747,0.748,6.267
LOT123,W02,-4,3,1,1,2026-04-22,85,0.757,0.743,6.261
LOT123,W02,-4,4,1,1,2026-04-22,85,0.766,0.75,6.423
LOT123,W02,-4,5,1,1,2026-04-22,85,0.787,0.731,6.486
LOT123,W02,-4,6,3,107,2026-04-22,85,1.204,0.769,6.529
LOT123,W02,-3,-6,3,101,2026-04-22,85,1.168,0.758,5.482
LOT123,W02,-3,-5,1,1,2026-04-22,85,0.778,0.737,5.541
LOT123,W02,-3,-4,1,1,2026-04-22,85,0.746,0.723,5.538
LOT123,W02,-3,-3,5,200,2026-04-22,85,0.759,0.1,5.756
LOT123,W02,-3,-2,1,1,2026-04-22,85,0.722,0.717,5.927
LOT123,W02,-3,-1,1,1,2026-04-22,85,0.729,0.706,5.901
LOT123,W02,-3,0,1,1,2026-04-22,85,0.72,0.735,5.934
LOT123,W02,-3,1,1,1,2026-04-22,85,0.727,0.73,6.116
LOT123,W02,-3,2,1,1,2026-04-22,85,0.74,0.733,6.2
LOT123,W02,-3,3,1,1,2026-04-22,85,0.763,0.748,6.409
LOT123,W02,-3,4,1,1,2026-04-22,85,0.754,0.736,6.378
LOT123,W02,-3,5,1,1,2026-04-22,85,0.766,0.786,6.482
LOT123,W02,-3,6,3,101,2026-04-22,85,1.178,0.715,6.58
LOT123,W02,-2,-7,1,1,2026-04-22,85,0.802,0.708,5.195
LOT123,W02,-2,-6,1,1,2026-04-22,85,0.773,0.699,5.354
LOT123,W02,-2,-5,1,1,2026-04-22,85,0.762,0.759,5.506
LOT123,W02,-2,-4,1,1,2026-04-22,85,0.745,0.707,5.597
LOT123,W02,-2,-3,1,1,2026-04-22,85,0.726,0.754,5.741
LOT123,W02,-2,-2,5,200,2026-04-22,85,0.705,0.1,5.743
LOT123,W02,-2,-1,1,1,2026-04-22,85,0.706,0.751,5.915
LOT123,W02,-2,0,1,1,2026-04-22,85,0.705,0.713,6.055
LOT123,W02,-2,1,1,1,2026-04-22,85,0.712,0.704,6.119
LOT123,W02,-2,2,1,1,2026-04-22,85,0.71,0.739,6.231
LOT123,W02,-2,3,1,1,2026-04-22,85,0.727,0.708,6.316
LOT123,W02,-2,4,1,1,2026-04-22,85,0.734,0.748,6.447
LOT123,W02,-2,5,1,1,2026-04-22,85,0.768,0.725,6.524
LOT123,W02,-2,6,1,1,2026-04-22,85,0.787,0.737,6.637
LOT123,W02,-2,7,3,102,2026-04-22,85,1.242,0.711,6.644
LOT123,W02,-1,-7,3,106,2026-04-22,85,1.19,0.713,5.228
LOT123,W02,-1,-6,1,1,2026-04-22,85,0.764,0.703,5.382
LOT123,W02,-1,-5,1,1,2026-04-22,85,0.758,0.689,5.589
LOT123,W02,-1,-4,1,1,2026-04-22,85,0.746,0.733,5.647
LOT123,W02,-1,-3,1,1,2026-04-22,85,0.701,0.708,5.747
LOT123,W02,-1,-2,1,1,2026-04-22,85,0.708,0.718,5.724
LOT123,W02,-1,-1,5,200,2026-04-22,85,0.687,0.1,5.939
LOT123,W02,-1,0,1,1,2026-04-22,85,0.677,0.726,6.047
LOT123,W02,-1,1,1,1,2026-04-22,85,0.686,0.699,6.1
LOT123,W02,-1,2,1,1,2026-04-22,85,0.697,0.698,6.236
LOT123,W02,-1,3,1,1,2026-04-22,85,0.724,0.709,6.337
LOT123,W02,-1,4,1,1,2026-04-22,85,0.756,0.748,6.394
LOT123,W02,-1,5,1,1,2026-04-22,85,0.762,0.72,6.492
LOT123,W02,-1,6,1,1,2026-04-22,85,0.78,0.739,6.719
LOT123,W02,-1,7,3,107,2026-04-22,85,1.182,0.674,6.777
LOT123,W02,0,-7,3,103,2026-04-22,85,1.202,0.706,5.33
LOT123,W02,0,-6,1,1,2026-04-22,85,0.789,0.719,5.413
LOT123,W02,0,-5,1,1,2026-04-22,85,0.77,0.703,5.503
LOT123,W02,0,-4,1,1,2026-04-22,85,0.736,0.692,5.527
LOT123,W02,0,-3,1,1,2026-04-22,85,0.715,0.668,5.628
LOT123,W02,0,-2,1,1,2026-04-22,85,0.702,0.704,5.753
LOT123,W02,0,-1,1,1,2026-04-22,85,0.689,0.704,5.849
LOT123,W02,0,0,5,200,2026-04-22,85,0.662,0.1,5.979
LOT123,W02,0,1,1,1,2026-04-22,85,0.691,0.676,6.069
LOT123,W02,0,2,1,1,2026-04-22,85,0.707,0.657,6.165
LOT123,W02,0,3,1,1,2026-04-22,85,0.718,0.703,6.294
LOT123,W02,0,4,1,1,2026-04-22,85,0.739,0.707,6.422
LOT123,W02,0,5,1,1,2026-04-22,85,0.757,0.731,6.387
LOT123,W02,0,6,1,1,2026-04-22,85,0.788,0.704,6.568
LOT123,W02,0,7,3,102,2026-04-22,85,1.199,0.696,6.781
LOT123,W02,1,-7,3,104,2026-04-22,85,1.212,0.68,5.221
LOT123,W02,1,-6,1,1,2026-04-22,85,0.773,0.688,5.432
LOT123,W02,1,-5,1,1,2026-04-22,85,0.759,0.68,5.527
LOT123,W02,1,-4,1,1,2026-04-22,85,0.746,0.706,5.549
LOT123,W02,1,-3,1,1,2026-04-22,85,0.748,0.692,5.734
LOT123,W02,1,-2,1,1,2026-04-22,85,0.705,0.722,5.854
LOT123,W02,1,-1,1,1,2026-04-22,85,0.68,0.686,5.933
LOT123,W02,1,0,1,1,2026-04-22,85,0.683,0.686,6.004
LOT123,W02,1,1,5,200,2026-04-22,85,0.677,0.1,6.065
LOT123,W02,1,2,1,1,2026-04-22,85,0.708,0.664,6.248
LOT123,W02,1,3,1,1,2026-04-22,85,0.704,0.7,6.349
LOT123,W02,1,4,1,1,2026-04-22,85,0.735,0.691,6.357
LOT123,W02,1,5,1,1,2026-04-22,85,0.762,0.666,6.542
LOT123,W02,1,6,1,1,2026-04-22,85,0.77,0.701,6.634
LOT123,W02,1,7,3,101,2026-04-22,85,1.205,0.698,6.6
LOT123,W02,2,-7,3,109,2026-04-22,85,1.182,0.722,5.356
LOT123,W02,2,-6,1,1,2026-04-22,85,0.782,0.711,5.431
LOT123,W02,2,-5,1,1,2026-04-22,85,0.749,0.69,5.516
LOT123,W02,2,-4,1,1,2026-04-22,85,0.75,0.697,5.602
LOT123,W02,2,-3,1,1,2026-04-22,85,0.733,0.699,5.584
LOT123,W02,2,-2,1,1,2026-04-22,85,0.732,0.694,5.77
LOT123,W02,2,-1,1,1,2026-04-22,85,0.694,0.675,5.809
LOT123,W02,2,0,1,1,2026-04-22,85,0.723,0.68,5.959
LOT123,W02,2,1,1,1,2026-04-22,85,0.71,0.687,6.154
LOT123,W02,2,2,5,200,2026-04-22,85,0.721,0.1,6.163
LOT123,W02,2,3,1,1,2026-04-22,85,0.727,0.68,6.338
LOT123,W02,2,4,1,1,2026-04-22,85,0.76,0.666,6.37
LOT123,W02,2,5,1,1,2026-04-22,85,0.766,0.659,6.508
LOT123,W02,2,6,1,1,2026-04-22,85,0.789,0.663,6.531
LOT123,W02,2,7,3,108,2026-04-22,85,1.203,0.685,6.662
LOT123,W02,3,-6,3,108,2026-04-22,85,1.206,0.674,5.433
LOT123,W02,3,-5,1,1,2026-04-22,85,0.785,0.686,5.457
LOT123,W02,3,-4,1,1,2026-04-22,85,0.759,0.667,5.653
LOT123,W02,3,-3,1,1,2026-04-22,85,0.743,0.655,5.65
LOT123,W02,3,-2,1,1,2026-04-22,85,0.734,0.669,5.808
LOT123,W02,3,-1,1,1,2026-04-22,85,0.722,0.666,5.866
LOT123,W02,3,0,1,1,2026-04-22,85,0.723,0.699,5.992
LOT123,W02,3,1,1,1,2026-04-22,85,0.725,0.645,6.104
LOT123,W02,3,2,1,1,2026-04-22,85,0.725,0.694,6.217
LOT123,W02,3,3,5,200,2026-04-22,85,0.734,0.1,6.29
LOT123,W02,3,4,1,1,2026-04-22,85,0.749,0.671,6.444
LOT123,W02,3,5,1,1,2026-04-22,85,0.791,0.68,6.478
LOT123,W02,3,6,1,1,2026-04-22,85,0.804,0.672,6.59
LOT123,W02,4,-6,3,107,2026-04-22,85,1.184,0.642,5.361
LOT123,W02,4,-5,1,1,2026-04-22,85,0.778,0.658,5.411
LOT123,W02,4,-4,1,1,2026-04-22,85,0.777,0.633,5.681
LOT123,W02,4,-3,1,1,2026-04-22,85,0.756,0.673,5.708
LOT123,W02,4,-2,1,1,2026-04-22,85,0.77,0.681,5.81
LOT123,W02,4,-1,1,1,2026-04-22,85,0.754,0.655,5.922
LOT123,W02,4,0,1,1,2026-04-22,85,0.745,0.627,6.018
LOT123,W02,4,1,1,1,2026-04-22,85,0.738,0.657,6.105
LOT123,W02,4,2,1,1,2026-04-22,85,0.734,0.628,6.176
LOT123,W02,4,3,1,1,2026-04-22,85,0.766,0.698,6.165
LOT123,W02,4,4,5,200,2026-04-22,85,0.757,0.1,6.449
LOT123,W02,4,5,1,1,2026-04-22,85,0.773,0.649,6.549
LOT123,W02,4,6,3,101,2026-04-22,85,1.233,0.643,6.574
LOT123,W02,5,-5,3,103,2026-04-22,85,1.217,0.647,5.412
LOT123,W02,5,-4,1,1,2026-04-22,85,0.782,0.666,5.637
LOT123,W02,5,-3,1,1,2026-04-22,85,0.782,0.627,5.762
LOT123,W02,5,-2,1,1,2026-04-22,85,0.781,0.658,5.819
LOT123,W02,5,-1,1,1,2026-04-22,85,0.772,0.671,5.936
LOT123,W02,5,0,1,1,2026-04-22,85,0.757,0.619,6.017
LOT123,W02,5,1,1,1,2026-04-22,85,0.756,0.681,6.158
LOT123,W02,5,2,1,1,2026-04-22,85,0.769,0.637,6.209
LOT123,W02,5,3,1,1,2026-04-22,85,0.775,0.617,6.382
LOT123,W02,5,4,1,1,2026-04-22,85,0.768,0.665,6.49
LOT123,W02,5,5,5,200,2026-04-22,85,1.184,0.1,6.459
LOT123,W02,6,-4,3,101,2026-04-22,85,1.205,0.64,5.606
LOT123,W02,6,-3,1,1,2026-04-22,85,0.786,0.637,5.659
LOT123,W02,6,-2,1,1,2026-04-22,85,0.804,0.671,5.82
LOT123,W02,6,-1,1,1,2026-04-22,85,0.782,0.629,5.971
LOT123,W02,6,0,1,1,2026-04-22,85,0.77,0.624,5.993
LOT123,W02,6,1,1,1,2026-04-22,85,0.771,0.657,6.137
LOT123,W02,6,2,1,1,2026-04-22,85,0.788,0.635,6.138
LOT123,W02,6,3,1,1,2026-04-22,85,0.801,0.635,6.374
LOT123,W02,6,4,1,1,2026-04-22,85,0.801,0.623,6.411
LOT123,W02,7,-2,1,1,2026-04-22,85,0.799,0.669,5.765
LOT123,W02,7,-1,3,101,2026-04-22,85,1.201,0.657,5.871
LOT123,W02,7,0,3,105,2026-04-22,85,1.194,0.621,5.979
LOT123,W02,7,1,3,101,2026-04-22,85,1.199,0.64,6.129
LOT123,W02,7,2,3,104,2026-04-22,85,1.215,0.658,6.097
LOT123,W03,-7,-2,3,106,2026-04-22,25,1.11,0.746,5.742
LOT123,W03,-7,-1,3,106,2026-04-22,25,1.086,0.746,5.903
LOT123,W03,-7,0,1,1,2026-04-22,25,0.729,0.754,5.941
LOT123,W03,-7,1,1,1,2026-04-22,25,0.738,0.777,6.136
LOT123,W03,-7,2,1,1,2026-04-22,25,0.735,0.757,6.181
LOT123,W03,-6,-4,3,103,2026-04-22,25,1.108,0.741,5.616
LOT123,W03,-6,-3,3,104,2026-04-22,25,1.106,0.759,5.691
LOT123,W03,-6,-2,1,1,2026-04-22,25,0.722,0.771,5.876
LOT123,W03,-6,-1,1,1,2026-04-22,25,0.717,0.779,5.921
LOT123,W03,-6,0,1,1,2026-04-22,25,0.735,0.769,6.043
LOT123,W03,-6,1,1,1,2026-04-22,25,0.704,0.77,6.089
LOT123,W03,-6,2,1,1,2026-04-22,25,0.721,0.783,6.165
LOT123,W03,-6,3,3,104,2026-04-22,25,1.113,0.772,6.285
LOT123,W03,-6,4,3,105,2026-04-22,25,1.106,0.765,6.352
LOT123,W03,-5,-5,3,109,2026-04-22,25,1.12,0.744,5.472
LOT123,W03,-5,-4,1,1,2026-04-22,25,0.731,0.743,5.602
LOT123,W03,-5,-3,1,1,2026-04-22,25,0.732,0.772,5.718
LOT123,W03,-5,-2,1,1,2026-04-22,25,0.705,0.738,5.879
LOT123,W03,-5,-1,1,1,2026-04-22,25,0.714,0.775,5.982
LOT123,W03,-5,0,1,1,2026-04-22,25,0.71,0.773,6.011
LOT123,W03,-5,1,1,1,2026-04-22,25,0.694,0.795,6.104
LOT123,W03,-5,2,1,1,2026-04-22,25,0.714,0.733,6.165
LOT123,W03,-5,3,1,1,2026-04-22,25,0.7,0.789,6.298
LOT123,W03,-5,4,1,1,2026-04-22,25,0.739,0.749,6.401
LOT123,W03,-5,5,1,1,2026-04-22,25,0.726,0.773,6.507
LOT123,W03,-4,-6,1,1,2026-04-22,25,0.73,0.748,5.431
LOT123,W03,-4,-5,1,1,2026-04-22,25,0.694,0.745,5.485
